pais,año,mortalidad_infantil,esperanza_de_vida,fecundidad,poblacion,pib
Finlandia,1962,19.5,68.9,2.68,4491730,58124945986.7163
Fiyi,1962,50.3,62.8,6.18,430536,1581194999.46456
Francia,1962,21.3,71.1,2.79,47352622,703845548736.721
Gabon,1962,,43.3,4.58,524649,3082468417.68903
Gambia,1962,143.8,49.9,6.1,420163,739373389.77207
Georgia,1962,,61.8,2.94,4205699,29108910755.1915
Ghana,1962,122.7,48.2,6.92,7337375,19885672940.5013
Granada,1962,,62.5,6.44,96375,227146778.16375
Grecia,1962,46.2,72.1,2.24,8473376,60590283617.2925
Guatemala,1962,140.7,49.3,6.85,4312044,18356464879.3548
Guinea,1962,209.1,41,6.14,3684273,4775421844.55835
Guinea Ecuatorial,1962,,37.3,5.64,280286,336823584.97826
Guinea-Bisau,1962,,42.6,5.89,589474,753701863.13706
Guyana,1962,62.9,60.5,6.16,595461,2369765037.88734
Haiti,1962,188.3,43.9,6.2,4001575,10207515267.1957
Honduras,1962,132.4,51.2,7.44,2182064,5871463530.97456
Hungria,1962,49,68.5,1.82,10058066,77351504773.9601
India,1962,160.1,44.1,5.93,457283090,599172746634.48
Indonesia,1962,141.2,47.6,5.56,93375850,170277510835.52
Irak,1962,118.3,59,6.9,7413875,48082589413.1537
Iran,1962,176.4,46.3,7.3,22807907,133291420165.397
Irlanda,1962,28,70.2,3.94,2831495,26465283394.7118
Islandia,1962,16.9,73.1,3.98,182341,2482483668.77265
Islas Marshall,1962,83.8,51.4,8.12,15755,37530998.8616
Islas Salomon,1962,119.3,53.8,6.91,146201,228894752.01087
Israel,1962,,71.3,4.03,2040961,20367584878.1931
Italia,1962,41,69.8,2.45,50170590,652599499797.372
Jamaica,1962,57.7,64.5,5.63,1696932,9249240762.88596
Japon,1962,25.5,68.9,1.94,98076405,836806367996.994
Jordania,1962,96.6,55.1,7.81,940554,5063904323.77464
Kazajistan,1962,,62.7,4.37,10058928,109757135147.209
Kenia,1962,109.9,52.3,7.82,8299308,13773566911.8521
Kiribati,1962,,53.7,6.55,49538,170567038.14976
Kuwait,1962,89,63.3,7.27,384995,19172909633.3398
Laos,1962,,39,6.24,2219910,2135469529.6011
Lesoto,1962,141.7,49.6,5.79,781814,691766148.9266
Letonia,1962,,70.7,1.9,2182285,20992957064.5644
Libano,1962,54.7,67.9,5.86,1909578,16365375262.6142
Liberia,1962,211.4,44,6.49,1197039,4977309888.25785
Libia,1962,148.4,45.5,7.61,1621960,6861670492.3916
Liechtenstein,1962,,70.9,2.8,17273,
Lituania,1962,,70.1,2.47,2853287,32992183400.9428
Luxemburgo,1962,,69,2.35,319651,7028508633.89322
Macedonia del Norte,1962,,59.6,3.52,1471745,7323995983.03835
Madagascar,1962,,45.9,7.26,5384150,11741546276.444
Malasia,1962,61.1,59.5,6.25,8380172,25741468609.335
Malaui,1962,214.6,44.1,7.07,3806307,2388826625.90058
Maldivas,1962,,49.3,6.93,95802,261482090.88834
Mali,1962,225.2,40.5,6.98,5563917,5795195843.20671
Malta,1962,33.7,69.1,3.21,330488,902208342.41272
Marruecos,1962,140.4,47.7,7.06,12253092,28865534668.0315
Mauricio,1962,63.6,60,5.93,705274,3641568827.46614
Mauritania,1962,128.9,53.5,6.35,869184,1510118473.69728
Mexico,1962,94.9,59.9,6.79,39129200,247725925928.448
"Micronesia, Estados Federados de",1962,,49.5,6.76,46218,87272337.8571
Moldavia,1962,,60.8,3.07,3209505,24079176816.3355
Monaco,1962,,71.9,2.76,22078,876517380.69672
Mongolia,1962,,51.3,7.15,1041444,1757397810.40884
Montenegro,1962,,68.4,3.42,484442,2437389210.11838
Mozambique,1962,,50,6.46,6969364,3707945924.2082
Myanmar,1962,,40.6,5.94,22704719,23573829759.9403
Namibia,1962,,47.8,6.32,615759,4148486196.16947
Nauru,1962,,51.5,5.42,4979,116807027.8167
Nepal,1962,213.3,48.2,6.06,10521116,12372080997.8953
Nicaragua,1962,131.1,54.9,7.12,1892320,9749708918.0208
Niger,1962,,41.3,7.42,3714520,6407625859.2596
Nigeria,1962,182.6,43.7,6.35,46965292,105680268700.588
Noruega,1962,17.5,73.4,2.89,3638841,59066450408.9137
Nueva Zelanda,1962,20.9,71.3,4.03,2484405,46036245836.5771
Oman,1962,226,50,7.3,549941,1265228509.42607
Paises Bajos,1962,15.6,72.8,3.17,11807551,196112164790.877
Pakistan,1962,178,50.1,6.76,48156128,61263266771.5302
Palaos,1962,,55.8,7.15,9793,222188272.49668
Panama,1962,63.6,66.4,5.86,1195301,5413842573.92635
Papua Nueva Guinea,1962,126.9,49.9,6.16,2093919,3140938218.56988
Paraguay,1962,61.4,67.3,6.47,1973130,6484257833.9817
Peru,1962,129.1,51.4,6.89,10784612,66046803527.115
Polonia,1962,49.6,68.3,2.74,30338087,190873013931.054
Portugal,1962,78.7,64.5,3.22,8895776,58310908313.9472
Reino Unido,1962,22,70.8,2.85,53272830,867245711108.837
Republica Centroafricana,1962,160.4,43.9,5.95,1768115,2971871703.0017
Republica Checa,1962,,70.1,2.14,9597460,110212725880.2
Republica Democratica del Congo,1962,,45.3,6.12,16075724,29707369353.6421
Republica Dominicana,1962,99.6,58.5,7.4,3479936,10026851407.1437
Republica Eslovaca,1962,,70.3,2.85,4235790,44544289799.8371
Republica Kirguisa,1962,,57,5.4,2367294,13709861249.016
Republica del Congo,1962,106.1,41.2,6.07,1113175,3008493337.619
Ruanda,1962,123.4,38.2,8.26,3186025,4196229830.62325
Rumania,1962,,66.4,2.02,18511669,68716252758.9182
Rusia,1962,,68.7,2.36,123111713,1229764516382.67
Samoa,1962,,63.4,7.73,118597,508473018.55191
San Cristobal y Nieves,1962,,57.1,6.06,54461,225343463.23357
San Marino,1962,,72.5,2.43,16183,314543677.05521
San Vicente y las Granadinas,1962,,59.9,7.04,87236,323515861.00464
Santa Lucia,1962,,59.3,6.83,94505,252331881.65185
Santa Sede,1962,,,1,900,
Santo Tome y Principe,1962,,51.3,6.28,69403,139769605.1326
Senegal,1962,126,48.2,7.07,3534686,10351892475.7011
Serbia,1962,,63.3,2.2,6838635,44610066267.6255
Seychelles,1962,70.9,62,5.52,45063,183456374.95314
Sierra Leona,1962,217.5,42.2,6.21,2342242,3731791213.64168
Singapur,1962,30.8,65.9,5.23,1721176,8764761980.31288
Siria,1962,110.6,60.3,7.51,4959340,28112495085.0136
Somalia,1962,,52.4,7.26,3030091,4560662777.18673
Sri Lanka,1962,67.1,63.4,5.2,10143754,21954282996.0116
Suazilandia,1962,138.1,40.9,6.78,361365,437997409.79145
Sudafrica,1962,,55.7,6.06,17418522,111645841174.994
Sudan,1962,104.1,47.8,6.71,8919028,18632530013.8364
Sudan del Sur,1962,,48.2,7.11,3024308,5843641589.74288
Suecia,1962,15.6,73.6,2.24,7561515,134217704717.784
Suiza,1962,20.7,71.6,2.58,5573696,135782949892.951
Surinam,1962,,63.1,6.57,283912,2617204903.81744
Tailandia,1962,95.8,59.8,6.3,28481040,54435049599.3696
Tanzania,1962,141.9,48,6.64,10487756,9799848771.83624
Tayikistan,1962,,55.5,6.44,2255026,11975932525.5633
Timor Oriental,1962,,42,6.25,482774,436583318.1989
Togo,1962,156.4,43,6.81,1732959,2365092031.42269
Tonga,1962,,61.9,6.72,69940,112590556.9178
Trinidad y Tobago,1962,53.1,64.2,5.3,880194,9420784104.12636
Tunez,1962,178.7,50.2,7.16,4369136,10677673491.9653
Turkmenistan,1962,,58,6.73,1749214,12198431802.1008
Turquia,1962,157.1,54.8,6.34,29916147,120898740950.14
Tuvalu,1962,,50.2,5,5699,11905798.05399
Ucrania,1962,,70.8,2.17,43943674,378421071253.85
Uganda,1962,127.3,47.1,6.98,8092231,10185935949.6877
Uruguay,1962,54.9,68.7,2.87,2593298,23547776141.0789
Uzbekistan,1962,,62.5,6.86,8854368,48920595881.9194
Vanuatu,1962,101.6,56.7,6.74,68174,126374222.88184
Venezuela,1962,56.6,65.2,6.31,8756870,105247879341.612
Vietnam,1962,69.9,56.9,6.29,34288560,55978695217.5264
Yemen,1962,263.7,43.5,7.87,5782221,8263149589.05813
Yibuti,1962,,54,6.79,93283,551916564.41467
Zambia,1962,118.7,42.8,7.04,3358099,6415322235.99205
Zimbabue,1962,87.6,55.2,7.24,4055959,9317269355.76524
Afganistan,1963,232.3,53.1,7.37,9604487,22237588388.4274
Albania,1963,101.8,63.4,5.91,1791285,5537752902.24615
Alemania,1963,,70,2.52,74698010,1208636604114.53
Andorra,1963,,73.6,2.6,11915,335398792.2564
Angola,1963,,40.8,7.03,5408320,20293760606.8672
Antigua y Barbuda,1963,,64.9,4.49,58138,313714430.51108
Arabia Saudita,1963,,46.9,7.58,2719341,40562003352.1491
Argelia,1963,148.4,45,7.65,11982118,47524252613.204
Argentina,1963,59.39,65.6,3.1,21421705,239626628599.916
Armenia,1963,,63.3,4.34,2056023,13591961782.8552
Australia,1963,19.2,71.1,3.34,10913265,192535826298.255
Austria,1963,31.2,69.7,2.82,7175493,102679750115.932
Azerbaiyan,1963,,54.3,5.88,4372048,27059633246.5282
Bahamas,1963,,63,4.94,135087,2978195738.67441
Banglades,1963,163.7,45.8,6.8,56504402,75200977454.8381
Barbados,1963,57.6,67.3,4.29,237557,1618716455.35859
Barein,1963,105.1,57.8,7.15,186501,1693964408.74038
Belgica,1963,26,70.2,2.67,9275197,140841799374.597
Belice,1963,,64.8,6.44,98704,291966005.59872
Benin,1963,177.1,45.4,6.5,2652908,4472477880.24092
Bielorrusia,1963,,71.5,2.51,8517704,55290265942.7154
Bolivia,1963,165,45.3,6.3,3938913,14778478900.247
Bosnia y Herzegovina,1963,,63.5,3.71,3461942,9951102672.9818
Botsuana,1963,105.8,48.9,6.59,552966,448228643.58408
Brasil,1963,119.9,58.6,5.95,79164235,352183795939.386
Brunei,1963,,58.5,6.8,101159,10034127119.8643
Bulgaria,1963,40.6,70,2.2,8073731,44207307981.8307
Burkina Faso,1963,155.8,45.3,6.36,4993623,5020574631.99183
Burundi,1963,144.3,43.7,7.07,2969841,2255142704.87436
Butan,1963,,41.9,6.68,245156,291783173.29684
Cabo Verde,1963,,58.7,6.98,229373,260751205.75643
Camboya,1963,,50.6,6.4,5823010,12364025607.5189
Camerun,1963,158.1,45.9,5.75,5456623,10212118508.4447
Canada,1963,25.1,71.4,3.6,18964262,344268604659.121
Catar,1963,,59.5,6.61,50380,2887023021.2868
Chad,1963,,45.5,6.3,3240905,4393000933.51235
Chile,1963,111.9,57.2,4.68,8670144,68854678688.8262
China,1963,,55.7,7.5,684552645,566786575400.075
Chipre,1963,,65.6,3.47,607252,3262918509.3056
Cisjordania y Gaza,1963,,58.7,7.82,1127468,2852359262.47528
Colombia,1963,84.3,60.3,6.61,17113823,81447523011.3739
Comoras,1963,,51.8,6.92,208185,229648588.28655
Corea del Norte,1963,75.1,62.7,3.63,12567057,18650353575.4544
Corea del Sur,1963,68.8,57.6,5.33,28145540,52847894238.2784
Costa Rica,1963,77.78,65.7,6.51,1481604,8228582551.20768
Costa de Marfil,1963,192.8,45.6,7.74,4112061,13313960501.7126
Croacia,1963,,66.6,2.16,4287266,38314931309.9181
Cuba,1963,41.8,69.8,4.57,7701660,34879985975.637
Dinamarca,1963,19.5,72.5,2.65,4684266,87977301576.1542
Dominica,1963,68.7,64,6.08,61739,134527332.51716
Ecuador,1963,112.3,57.8,6.64,5001716,22779513196.7364
Egipto,1963,189.4,50,6.63,29091869,64597015792.9613
El Salvador,1963,119.4,55.5,6.7,3028679,11835038513.3823
Emiratos Arabes Unidos,1963,117.4,54.5,6.56,152211,786597523.34367
Eritrea,1963,,38.3,6.54,1045092,1010733921.1902
Eslovenia,1963,,67.2,2.31,1647437,19827313979.6332
Espana,1963,39.3,69.8,2.87,31379827,279129919659.345
Estados Unidos,1963,24.4,70,3.38,189825226,4142283181299.3
Estonia,1963,,70.1,1.91,1263756,13705752425.5252
Etiopia,1963,,43.1,6.64,23051637,20700391925.0551
Filipinas,1963,62.7,63.2,6.95,30674731,89830960162.9085
Finlandia,1963,18.4,69.1,2.67,4523899,59729521920.8471
Fiyi,1963,48.8,63.1,6.05,444276,1673083829.70288
Francia,1963,20.3,71.1,2.86,47817824,734891132598.63
Gabon,1963,,43.9,4.64,531452,3294953676.48064
Gambia,1963,141.5,50,6.12,431757,744196264.88013
Georgia,1963,,62.2,2.94,4282793,28582605554.0779
Ghana,1963,121.8,48.5,6.92,7514714,20387468077.9353
Granada,1963,,63.1,6.2,97195,232581024.76805
Grecia,1963,45,72.2,2.24,8488375,66834379395.455
Guatemala,1963,138,49.3,6.82,4440264,19972605813.3382
Guinea,1963,207.6,41.3,6.15,3750954,4674932687.8941
Guinea Ecuatorial,1963,,37.9,5.67,285965,372094106.3147
Guinea-Bisau,1963,,39.5,5.87,594418,816633126.82446
Guyana,1963,61,60.8,6.15,608537,2071285060.55157
Haiti,1963,185.2,42.6,6.19,4073068,9688281820.7736
Honduras,1963,128.4,52,7.44,2244878,5944814869.2113
Hungria,1963,47.3,69,1.83,10083841,81248671447.9826
India,1963,157.6,44.4,5.94,468138575,627808031279.289
Indonesia,1963,137.7,48.2,5.57,96051424,163599714715.88
Irak,1963,112.5,59.2,6.95,7667928,47362574381.3359
Iran,1963,169.3,47.4,7.24,23519005,147358298075.074
Irlanda,1963,27,70.4,4.02,2843034,27587716039.1637
Islandia,1963,16.4,73.2,3.96,185643,2719843411.10634
Islas Marshall,1963,80.8,51.8,8.12,16302,39752669.73678
Islas Salomon,1963,113.7,54,6.92,149589,238618920.28095
Israel,1963,,71.2,4.04,2135041,22501115497.733
Italia,1963,39.2,69.9,2.51,50570976,692855138158.189
Jamaica,1963,55.8,64.8,5.73,1721099,9586536764.99209
Japon,1963,23.2,69.9,1.95,98958231,900289410567.519
Jordania,1963,91.6,55.9,7.88,984714,5367745515.11412
Kazajistan,1963,,63.4,4.28,10377466,109112297703.014
Kenia,1963,106.5,52.6,7.86,8627971,14621113665.8824
Kiribati,1963,122.2,54.3,6.49,50791,179387286.88023
Kuwait,1963,83.3,63.7,7.29,427694,24109439775.0556
Laos,1963,,38.1,6.26,2271061,2195255822.64625
Lesoto,1963,141.5,50,5.78,805373,762607516.51794
Letonia,1963,,71,1.85,2205801,20586214517.1134
Libano,1963,53.4,68.5,5.86,1970316,16603821781.304
Liberia,1963,210.4,44.1,6.54,1227414,5457754874.09952
Libia,1963,140.9,46.2,7.68,1690457,9034386108.75237
Liechtenstein,1963,,70.9,2.85,17700,
Lituania,1963,,70.6,2.36,2891072,32201516442.8102
Luxemburgo,1963,,69.1,2.33,322848,7236684426.2544
Macedonia del Norte,1963,,58.9,3.6,1488737,8617377798.48972
Madagascar,1963,,46.2,7.23,5525185,11462578415.9916
Malasia,1963,58.3,60.1,6.15,8602160,26945065854.5936
Malaui,1963,212.9,44.3,7.11,3900506,2340964150.6911
Maldivas,1963,217.1,49.7,6.98,98222,273984923.75876
Mali,1963,216.5,40.5,7,5646605,6136043348.0357
Malta,1963,32.6,69.3,2.89,329805,897445623.8727
Marruecos,1963,138,48.1,7.03,12577502,30766509594.3584
Mauricio,1963,59.9,60.8,6.15,720351,3707216525.84247
Mauritania,1963,126,53.6,6.4,893423,1499898991.7867
Mexico,1963,90.8,60,6.81,40424065,269146351472.306
"Micronesia, Estados Federados de",1963,,50,6.75,47744,91725853.48736
Moldavia,1963,,61.3,2.93,3271788,23850248842.588
Monaco,1963,,72.1,2.73,22385,947824980.9897
Mongolia,1963,,51.6,7.28,1071362,1886922116.23988
Montenegro,1963,,68.8,3.35,490788,2825992581.84144
Mozambique,1963,,50.1,6.5,7109828,3792508454.647
Myanmar,1963,,41.2,5.94,23213408,24849493174.2534
Namibia,1963,,48.3,6.37,629589,4493150997.93528
Nauru,1963,,51.9,5.44,5226,138793722.36366
Nepal,1963,209.4,48.4,6.05,10729818,12634764565.3495
Nicaragua,1963,129.7,55.4,7.09,1950159,10758197761.3741
Niger,1963,,41.4,7.43,3823873,7079125301.57814
Nigeria,1963,181.4,44,6.35,47973575,115593289873.207
Noruega,1963,17.1,73.3,2.91,3666498,61275871913.5596
Nueva Zelanda,1963,20,71.3,3.93,2538115,48726570295.1237
Oman,1963,218.7,50.7,7.32,560827,1312493058.40877
Paises Bajos,1963,15.3,73.3,3.18,11969156,202168815022.66
Pakistan,1963,171.7,50.7,6.77,49447776,64869089503.5187
Palaos,1963,,56.4,7.12,10037,239580933.08018
Panama,1963,61.9,66.9,5.85,1232124,5897412722.38452
Papua Nueva Guinea,1963,123.2,50.4,6.17,2141376,3312011118.768
Paraguay,1963,60.9,67.6,6.45,2021909,6668817204.37658
Peru,1963,125.4,53.9,6.85,11102099,68477282342.2198
Polonia,1963,46.8,68.8,2.68,30674020,201177550607.158
Portugal,1963,74.4,64.9,3.14,8898302,61120383599.7286
Reino Unido,1963,21.4,70.8,2.89,53652936,895407230814.344
Republica Centroafricana,1963,157.6,44.1,5.97,1803063,2942982597.95955
Republica Checa,1963,,70.2,2.29,9627331,107609890535.183
Republica Democratica del Congo,1963,,45.6,6.14,16507599,31050042623.2455
Republica Dominicana,1963,98.1,58.7,7.3,3588287,10649214385.34
Republica Eslovaca,1963,,70.5,2.91,4278462,43891628316.6184
Republica Kirguisa,1963,,57.6,5.45,2449242,14472606663.4559
Republica del Congo,1963,104.2,41.7,6.12,1143263,3034425332.0348
Ruanda,1963,122.4,38.3,8.26,3258890,3730107667.8717
Rumania,1963,,67.1,1.99,18587430,73922178254.8662
Rusia,1963,,69.2,2.28,124449753,1288932067898.14
Samoa,1963,,63.7,7.71,121764,526497903.24996
San Cristobal y Nieves,1963,,58.7,6.12,53441,221898511.66121
San Marino,1963,,72.6,2.4,16580,343283739.1434
San Vicente y las Granadinas,1963,,60.5,6.93,88523,301567062.96307
Santa Lucia,1963,,59.7,6.74,95519,263541986.37257
Santa Sede,1963,,,1,893,
Santo Tome y Principe,1963,,52.2,6.31,70112,149583513.09888
Senegal,1963,125.9,48.1,7.11,3635876,10571287218.4389
Serbia,1963,,63.7,2.16,6904162,50422164333.5689
Seychelles,1963,69.5,62.1,5.61,46075,205509814.4085
Sierra Leona,1963,214.2,42.4,6.26,2382258,3919147235.26518
Singapur,1963,29.3,66.3,5.13,1771513,9678382085.0512
Siria,1963,105.6,60.6,7.52,5110467,26726421558.6992
Somalia,1963,,52.4,7.26,3110361,4736330361.51705
Sri Lanka,1963,64.6,63.4,5.13,10395040,22619714420.7632
Suazilandia,1963,136,41.3,6.8,369759,459011390.4441
Sudafrica,1963,,56.1,6.02,17954564,119935036970.774
Sudan,1963,102.6,47.7,6.76,9218077,18151577582.8099
Sudan del Sur,1963,,47.5,7.12,3072669,5997451823.73105
Suecia,1963,15,73.7,2.32,7604199,140520720490.929
Suiza,1963,20.1,71.6,2.63,5694165,143457686121.266
Surinam,1963,,63.5,6.51,297034,2806803163.9043
Tailandia,1963,92.7,59.7,6.31,29342322,58214211755.4189
Tanzania,1963,140.5,48.2,6.67,10799528,10261538065.1803
Tayikistan,1963,,56.1,6.58,2331736,11828937603.3321
Timor Oriental,1963,,42.5,6.19,490564,459082624.35424
Togo,1963,153.5,43.2,6.86,1765072,2466522397.38992
Tonga,1963,60.4,62.2,6.64,71885,115553461.1418
Trinidad y Tobago,1963,51.5,64.3,5.18,896804,9696958497.71908
Tunez,1963,170.9,50.9,7.16,4427131,11959555986.6064
Turkmenistan,1963,,58.5,6.77,1804272,12132594439.211
Turquia,1963,152.6,55.4,6.3,30726841,132895717924.155
Tuvalu,1963,,50.5,4.91,5751,12131778.95523
Ucrania,1963,,71.3,2.11,44462372,389908380150.141
Uganda,1963,125,47.3,7,8333663,11252502631.3947
Uruguay,1963,53.6,68.6,2.88,2623766,23398251054.1492
Uzbekistan,1963,,63,6.8,9202246,48814733077.3781
Vanuatu,1963,98.8,57,6.68,70159,131257808.46118
Venezuela,1963,55.3,65.4,6.23,9064021,110324844243.515
Vietnam,1963,67.3,55.4,6.4,35249101,56970357711.7996
Yemen,1963,276.9,43.7,7.91,5911135,8380153667.9144
Yibuti,1963,,54.4,6.81,97872,586405638.32112
Zambia,1963,116.7,42.9,7.08,3465907,6610270647.38946
Zimbabue,1963,85.3,55.5,7.24,4185877,9366409836.61245
Afganistan,1964,228.5,53.3,7.36,9814318,22887108132.9614
Albania,1964,97.9,64,5.71,1841441,5868334102.21625
Alemania,1964,,70.4,2.52,75313485,1276884058247.8
Andorra,1964,,73.9,2.69,12764,389973657.50736
Angola,1964,,41,7.09,5464187,22672463036.4056
Antigua y Barbuda,1964,,65.4,4.45,59020,326639445.1944
Arabia Saudita,1964,,47.9,7.61,2821968,45456412422.3178
Argelia,1964,148.7,45.8,7.67,12179813,50293559941.0196
Argentina,1964,59.25,65.7,3.07,21769453,262021187385.509
Armenia,1964,,64,4.15,2120135,15509679168.9756
Australia,1964,18.8,70.9,3.15,11128251,204246240936.314
Austria,1964,29.7,70,2.78,7223395,108558867400.053
Azerbaiyan,1964,,55.4,5.83,4503654,31190023665.947
Bahamas,1964,,63.2,4.86,141528,3279364190.47968
Banglades,1964,160.3,45,6.8,58178374,76522477840.2733
Barbados,1964,54.4,67.6,4.2,239958,1695366172.59012
Barein,1964,96.6,58.6,7.11,193816,1834941426.62824
Belgica,1964,25,70.6,2.69,9337684,149774468129.295
Belice,1964,,65.3,6.42,101603,305550427.5719
Benin,1964,173.6,45.8,6.55,2704003,4690042882.00417
Bielorrusia,1964,,72.1,2.33,8602838,62341041527.0041
Bolivia,1964,162.2,46.1,6.27,4022996,15476196875.8672
Bosnia y Herzegovina,1964,,64.1,3.6,3513441,10852940969.5345
Botsuana,1964,102.8,49.3,6.62,566266,472453600.81762
Brasil,1964,117.1,58.9,5.84,81488595,363515834025.158
Brunei,1964,,59.4,6.69,105922,10704474142.34
Bulgaria,1964,39.9,70.4,2.18,8140084,47101907333.4928
Burkina Faso,1964,154.3,45.4,6.42,5071034,5095785818.37468
Burundi,1964,142.8,43.9,7.1,3055650,2382531495.162
Butan,1964,,42.4,6.68,252987,304447649.83101
Cabo Verde,1964,,58.8,6.99,237006,273411868.33422
Camboya,1964,,51.1,6.38,5946178,12123372448.0225
Camerun,1964,155.5,46.3,5.76,5578257,10640852615.4033
Canada,1964,24,71.6,3.44,19321666,364821362832.507
Catar,1964,,60.3,6.59,56867,4140177847.27614
Chad,1964,,45.5,6.32,3307479,4339470328.8825
Chile,1964,105.1,58.1,4.57,8842525,69496634149.3825
China,1964,,56.2,6.59,704798265,633745987253.202
Chipre,1964,,66,3.39,612521,2940952326.6942
Cisjordania y Gaza,1964,,59.3,7.81,1140669,2974166286.15123
Colombia,1964,82.6,60.7,6.5,17637411,86364818368.1738
Comoras,1964,,52,6.94,211644,247465407.32928
Corea del Norte,1964,71.8,63.1,3.55,12889770,19375517633.2632
Corea del Sur,1964,65.3,58.2,5.07,28744977,56731514907.3573
Costa Rica,1964,75.1,65.9,6.3,1533960,8594795275.1064
Costa de Marfil,1964,188,46.1,7.79,4273952,15717058737.2694
Croacia,1964,,67.1,2.15,4317757,42157290022.5822
Cuba,1964,40.4,70.5,4.55,7866020,38259749892.3072
Dinamarca,1964,18.7,72.5,2.6,4721891,95549621061.4953
Dominica,1964,64.2,64.4,6.03,62587,142113704.79124
Ecuador,1964,109.6,58.4,6.61,5149918,24315839748.0083
Egipto,1964,183.4,50.1,6.53,29858922,71125899901.4821
El Salvador,1964,117.4,56,6.69,3111883,12869243430.3318
Emiratos Arabes Unidos,1964,111,55.3,6.55,159692,1422577592.4282
Eritrea,1964,,35.6,6.53,1071287,1046012372.20501
Eslovenia,1964,,67.4,2.33,1661346,21706822690.7819
Espana,1964,37.3,70.5,2.97,31741586,295183095204.535
Estados Unidos,1964,23.8,70.2,3.25,192819452,4355896991258.16
Estonia,1964,,70.3,1.95,1278340,15437176225.2162
Etiopia,1964,,43.1,6.65,23666548,21527311923.0309
Filipinas,1964,61.4,63.3,6.88,31643032,92400967414.7414
Finlandia,1964,17.4,69.3,2.59,4549087,62547794713.8125
